timestamp,station_id,cycliste_id,velo_id,velo_performance,action,position,position_station
2018-01-01 05:15:00,12.0,37.0,velo_78,0.85,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-01 08:15:00,12.0,45.0,velo_15,0.85,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-01 08:57:00,12.0,12.0,velo_15,0.85,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-01 11:29:00,12.0,25.0,velo_79,0.85,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-01 15:49:00,12.0,12.0,velo_146,0.85,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-01 16:52:00,12.0,25.0,velo_146,0.85,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-01 17:00:00,12.0,37.0,velo_123,0.85,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-01 19:59:00,12.0,2.0,velo_79,0.85,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-01 20:33:00,12.0,45.0,velo_85,0.1,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-01 20:33:00,12.0,45.0,velo_50,0.8730541940968249,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-01 20:33:00,12.0,45.0,velo_85,0.1,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-02 05:15:00,12.0,37.0,velo_85,0.1,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-02 05:15:00,12.0,37.0,velo_85,0.1,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-02 08:27:00,12.0,45.0,velo_64,0.9130802636339004,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-02 12:35:00,12.0,2.0,velo_153,0.85,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-02 19:59:00,12.0,2.0,velo_85,0.1,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-02 19:59:00,12.0,2.0,velo_153,0.85,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-02 19:59:00,12.0,2.0,velo_85,0.1,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-02 20:33:00,12.0,45.0,velo_89,0.85,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-03 05:15:00,12.0,37.0,velo_143,0.85,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-03 08:15:00,12.0,45.0,velo_152,0.85,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-03 08:57:00,12.0,12.0,velo_152,0.85,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-03 12:35:00,12.0,2.0,velo_165,0.85,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-03 17:00:00,12.0,37.0,velo_143,0.85,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-03 19:59:00,12.0,2.0,velo_143,0.85,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-03 20:33:00,12.0,45.0,velo_62,0.85,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-04 05:15:00,12.0,37.0,velo_85,0.1,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-04 05:15:00,12.0,37.0,velo_103,0.1,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-04 05:15:00,12.0,37.0,velo_85,0.1,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-04 05:15:00,12.0,37.0,velo_103,0.1,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-04 08:15:00,12.0,45.0,velo_93,0.85,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-04 11:29:00,12.0,25.0,velo_89,0.85,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-04 12:35:00,12.0,2.0,velo_156,0.85,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-04 16:52:00,12.0,25.0,velo_147,0.85,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-04 17:00:00,12.0,37.0,velo_198,0.9205109298552242,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-04 19:59:00,12.0,2.0,velo_156,0.85,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-05 05:15:00,12.0,37.0,velo_85,0.1,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-05 05:15:00,12.0,37.0,velo_103,0.1,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-05 05:15:00,12.0,37.0,velo_85,0.1,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-05 05:15:00,12.0,37.0,velo_103,0.1,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-05 08:15:00,12.0,45.0,velo_41,0.85,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-05 08:57:00,12.0,12.0,velo_85,0.1,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-05 08:57:00,12.0,12.0,velo_41,0.85,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-05 08:57:00,12.0,12.0,velo_85,0.1,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-05 11:29:00,12.0,25.0,velo_86,0.8563493802653926,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-05 12:35:00,12.0,2.0,velo_159,0.85,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-05 15:49:00,12.0,12.0,velo_152,0.85,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-05 16:52:00,12.0,25.0,velo_103,0.1,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-05 16:52:00,12.0,25.0,velo_181,0.85,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-05 16:52:00,12.0,25.0,velo_103,0.1,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-05 17:00:00,12.0,37.0,velo_180,0.85,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-05 19:59:00,12.0,2.0,velo_85,0.1,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-05 19:59:00,12.0,2.0,velo_103,0.1,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-05 19:59:00,12.0,2.0,velo_159,0.85,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-05 19:59:00,12.0,2.0,velo_85,0.1,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-05 19:59:00,12.0,2.0,velo_103,0.1,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-05 20:33:00,12.0,45.0,velo_103,0.1,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-05 20:33:00,12.0,45.0,velo_152,0.85,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-05 20:33:00,12.0,45.0,velo_103,0.1,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-06 07:09:00,12.0,39.0,velo_85,0.1,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-06 07:09:00,12.0,39.0,velo_103,0.1,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-06 07:09:00,12.0,39.0,velo_180,0.85,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-06 07:09:00,12.0,39.0,velo_85,0.1,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-06 07:09:00,12.0,39.0,velo_103,0.1,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-06 20:38:00,12.0,39.0,velo_124,0.8912249659280757,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-07 07:09:00,12.0,39.0,velo_124,0.8912249659280757,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-07 08:57:00,12.0,12.0,velo_103,0.1,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-07 08:57:00,12.0,12.0,velo_85,0.1,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-07 08:57:00,12.0,12.0,velo_103,0.1,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-07 08:57:00,12.0,12.0,velo_85,0.1,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-07 15:49:00,12.0,12.0,velo_88,0.8534274372160328,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-07 19:05:00,12.0,39.0,velo_161,0.85,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-08 05:15:00,12.0,37.0,velo_103,0.1,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-08 05:15:00,12.0,37.0,velo_88,0.8534274372160328,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-08 05:15:00,12.0,37.0,velo_103,0.1,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-08 08:15:00,12.0,45.0,velo_117,0.85,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-08 08:57:00,12.0,12.0,velo_117,0.85,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-08 11:29:00,12.0,25.0,velo_188,0.85,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-08 12:35:00,12.0,2.0,velo_159,0.85,deposer,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
2018-01-08 16:52:00,12.0,25.0,velo_124,0.8912249659280757,prendre,(lon:0.00 lat:3.00),(lon:2.00 lat:1.00)
