timestamp,station_id,cycliste_id,velo_id,velo_performance,action,position,position_station
2018-01-01 05:44:00,7.0,22.0,velo_43,0.85,deposer,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-01 07:53:00,7.0,11.0,velo_16,0.85,deposer,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-01 10:19:00,7.0,15.0,velo_16,0.85,prendre,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-01 11:27:00,7.0,25.0,velo_79,0.85,prendre,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-01 14:01:00,7.0,11.0,velo_38,0.85,prendre,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-01 14:13:00,7.0,22.0,velo_43,0.85,prendre,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-01 18:22:00,7.0,16.0,velo_189,0.85,deposer,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-02 08:07:00,7.0,11.0,velo_40,0.94915096287788,deposer,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-02 11:27:00,7.0,25.0,velo_123,0.85,prendre,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-02 14:01:00,7.0,11.0,velo_93,0.85,prendre,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-02 16:58:00,7.0,25.0,velo_41,0.85,deposer,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-03 04:29:00,7.0,16.0,velo_158,0.8698676613550674,prendre,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-03 05:44:00,7.0,22.0,velo_42,0.85,deposer,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-03 07:53:00,7.0,11.0,velo_89,0.85,deposer,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-03 14:01:00,7.0,11.0,velo_41,0.85,prendre,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-03 14:13:00,7.0,22.0,velo_140,0.85,prendre,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-03 18:22:00,7.0,16.0,velo_41,0.85,deposer,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-04 05:44:00,7.0,22.0,velo_44,0.85,deposer,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-04 07:53:00,7.0,11.0,velo_147,0.85,deposer,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-04 11:27:00,7.0,25.0,velo_89,0.85,prendre,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-04 14:01:00,7.0,11.0,velo_41,0.85,prendre,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-04 14:13:00,7.0,22.0,velo_44,0.85,prendre,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-04 16:54:00,7.0,25.0,velo_147,0.85,deposer,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-05 04:29:00,7.0,16.0,velo_99,0.85,prendre,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-05 05:44:00,7.0,22.0,velo_128,0.9587622338301371,deposer,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-05 07:53:00,7.0,11.0,velo_180,0.85,deposer,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-05 11:27:00,7.0,25.0,velo_86,0.8563493802653926,prendre,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-05 14:01:00,7.0,11.0,velo_130,0.85156280049178,prendre,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-05 14:13:00,7.0,22.0,velo_200,0.85,prendre,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-05 18:20:00,7.0,16.0,velo_57,0.9115783750138928,deposer,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-06 03:10:00,7.0,49.0,velo_99,0.85,deposer,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-06 16:50:00,7.0,49.0,velo_160,0.85,prendre,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-07 03:10:00,7.0,49.0,velo_196,0.85,deposer,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-07 04:29:00,7.0,16.0,velo_57,0.9115783750138928,prendre,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-07 16:50:00,7.0,49.0,velo_145,0.85,prendre,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-07 18:19:00,7.0,16.0,velo_40,0.94915096287788,deposer,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
2018-01-08 04:29:00,7.0,16.0,velo_40,0.94915096287788,prendre,(lon:4.00 lat:2.00),(lon:1.00 lat:1.00)
