timestamp,station_id,cycliste_id,velo_id,velo_performance,action,position,position_station
2018-01-01 20:31:00,6.0,15.0,velo_131,0.912940924932266,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-02 09:47:00,6.0,15.0,velo_36,0.85,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-02 21:04:00,6.0,15.0,velo_128,0.9587622338301371,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-03 09:47:00,6.0,15.0,velo_131,0.912940924932266,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-03 20:31:00,6.0,15.0,velo_131,0.912940924932266,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-04 09:47:00,6.0,15.0,velo_128,0.9587622338301371,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-04 16:26:00,6.0,23.0,velo_23,0.85,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-04 20:32:00,6.0,15.0,velo_94,0.85,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-05 10:34:00,6.0,43.0,velo_33,0.85,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-05 20:32:00,6.0,15.0,velo_68,0.85,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-06 03:15:00,6.0,18.0,velo_146,0.85,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-06 10:41:00,6.0,4.0,velo_113,0.85,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-06 13:39:00,6.0,4.0,velo_28,0.85,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-06 16:10:00,6.0,18.0,velo_24,0.85,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-07 03:15:00,6.0,18.0,velo_78,0.85,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-07 11:33:00,6.0,4.0,velo_149,0.9779811912318054,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-07 13:39:00,6.0,4.0,velo_22,0.85,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-07 16:10:00,6.0,18.0,velo_68,0.85,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-08 05:53:00,6.0,23.0,velo_64,0.9130802636339004,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-08 09:47:00,6.0,15.0,velo_52,0.85,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-09 05:54:00,6.0,23.0,velo_86,0.8563493802653926,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-09 09:47:00,6.0,15.0,velo_58,0.85,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-09 10:34:00,6.0,43.0,velo_146,0.85,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-09 20:32:00,6.0,15.0,velo_13,0.85,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-10 09:47:00,6.0,15.0,velo_34,0.85,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-10 16:26:00,6.0,23.0,velo_87,0.45,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-10 20:32:00,6.0,15.0,velo_119,0.85,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-11 09:47:00,6.0,15.0,velo_13,0.85,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-11 20:32:00,6.0,15.0,velo_156,0.85,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-12 05:52:00,6.0,23.0,velo_114,0.98095924344616,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-12 09:47:00,6.0,15.0,velo_155,0.85,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-12 22:47:00,6.0,16.0,velo_189,0.85,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-13 03:15:00,6.0,18.0,velo_189,0.85,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-13 10:41:00,6.0,4.0,velo_110,0.85,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-13 13:39:00,6.0,4.0,velo_171,0.85,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-13 16:10:00,6.0,18.0,velo_77,0.85,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-14 03:10:00,6.0,18.0,velo_47,0.9605569316734418,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-14 13:39:00,6.0,4.0,velo_36,0.85,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-14 16:10:00,6.0,18.0,velo_157,0.85,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-15 09:47:00,6.0,15.0,velo_96,0.85,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-15 20:32:00,6.0,15.0,velo_96,0.85,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-16 05:52:00,6.0,23.0,velo_135,0.9418322953675636,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-16 09:47:00,6.0,15.0,velo_71,0.85,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-16 20:32:00,6.0,15.0,velo_129,0.85,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-17 09:47:00,6.0,15.0,velo_160,0.85,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-17 20:30:00,6.0,15.0,velo_163,0.9396420213951132,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-18 09:47:00,6.0,15.0,velo_127,0.85,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-18 20:32:00,6.0,15.0,velo_78,0.85,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-19 05:55:00,6.0,23.0,velo_196,0.85,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-19 09:47:00,6.0,15.0,velo_78,0.85,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-19 16:26:00,6.0,23.0,velo_94,0.85,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-19 20:32:00,6.0,15.0,velo_20,0.85,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-20 03:15:00,6.0,18.0,velo_66,0.85,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-20 10:41:00,6.0,4.0,velo_160,0.85,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-20 16:10:00,6.0,18.0,velo_157,0.85,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-21 03:15:00,6.0,18.0,velo_188,0.85,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-21 10:41:00,6.0,4.0,velo_52,0.85,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-21 13:39:00,6.0,4.0,velo_111,0.85,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-21 16:10:00,6.0,18.0,velo_66,0.85,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-22 06:10:00,6.0,23.0,velo_97,0.45,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-22 09:47:00,6.0,15.0,velo_203,0.7690196605637986,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-22 20:32:00,6.0,15.0,velo_43,0.85,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-23 05:55:00,6.0,23.0,velo_177,0.85,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-23 09:47:00,6.0,15.0,velo_47,0.9605569316734418,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-23 20:32:00,6.0,15.0,velo_106,0.85,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-24 05:55:00,6.0,23.0,velo_181,0.85,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-24 09:47:00,6.0,15.0,velo_127,0.85,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-24 20:32:00,6.0,15.0,velo_186,0.85,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-25 05:55:00,6.0,23.0,velo_156,0.85,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-25 09:47:00,6.0,15.0,velo_76,0.85,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-25 20:32:00,6.0,15.0,velo_165,0.85,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-26 20:32:00,6.0,15.0,velo_189,0.85,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-27 07:50:00,6.0,18.0,velo_58,0.85,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-27 12:36:00,6.0,4.0,velo_115,0.9812404021428291,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-27 13:39:00,6.0,4.0,velo_170,0.85,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-27 16:10:00,6.0,18.0,velo_142,0.85,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-28 03:15:00,6.0,18.0,velo_173,0.85,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-28 10:41:00,6.0,4.0,velo_179,0.85,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-28 13:39:00,6.0,4.0,velo_173,0.85,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-28 16:10:00,6.0,18.0,velo_115,0.9812404021428291,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-29 09:47:00,6.0,15.0,velo_58,0.85,prendre,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
2018-01-29 20:32:00,6.0,15.0,velo_196,0.85,deposer,(lon:4.00 lat:1.00),(lon:1.00 lat:0.00)
